Date,Year,Month,Quarter,Site_ID,Lab_ID,Region,Site_Type,Adoption_Date,Post_Adoption,Months_Since_Adoption,Assay_Menu,Communication_Intensity,Cr_Volume,Cys_Volume,CrCys_Volume,Total_Test_Volume,Cr_Price,Cys_Price,CrCys_Price,Cr_Revenue,Cys_Revenue,CrCys_Revenue,Total_Revenue,Lives_Covered,Total_Patients,Reclassified_Patients,Reclassification_Rate,CKD_Patients,G1_Patients,G2_Patients,G3a_Patients,G3b_Patients,G4_Patients,G5_Patients,CKD_Prevalence,Nephrology_Referrals,Dialysis_Initiations,Trial_Enrollment,Eligibility_Shift_Pct,Renally_Adjusted_Rx,Nephroprotective_Rx
2021-12-01,2021,12,Q4,SITE0195,LAB010,Southwest,Clinic,2024-05-01,0,,Cr,3,519,0,0,519,7.64,24.06,31.23,3965.63,0.0,0.0,3965.63,31386,4707,0,0.0,1741,1647,1317,1035,376,235,94,0.37,261,20,0,0.0,696,435
2021-12-01,2021,12,Q4,SITE0196,LAB005,Southwest,Clinic,2021-09-01,1,3.0,Cr,3,547,0,0,547,8.63,25.47,32.8,4720.06,0.0,0.0,4720.06,41976,6296,1075,0.1708,1904,2502,2067,960,503,314,125,0.3026,228,18,0,0.0,761,476
2021-12-01,2021,12,Q4,SITE0197,LAB036,Southwest,Hospital,2022-02-01,0,,CrCys,4,476,110,0,586,8.95,21.47,36.67,4260.53,2361.98,0.0,6622.51,44051,6607,0,0.0,2444,2312,1849,1453,528,330,132,0.37,366,29,0,0.0,977,611
2021-12-01,2021,12,Q4,SITE0198,LAB034,Northeast,Hospital,2023-07-01,0,,Cr,2,540,0,0,540,8.12,27.21,31.94,4386.37,0.0,0.0,4386.37,7048,1057,0,0.0,391,369,295,232,84,52,21,0.37,58,4,5,0.0,156,97
2021-12-01,2021,12,Q4,SITE0199,LAB031,Midwest,Clinic,2024-04-01,0,,CrCys,1,505,94,0,599,8.78,22.87,24.92,4432.57,2149.47,0.0,6582.03,44001,6600,0,0.0,2442,2310,1848,1452,528,330,132,0.37,366,29,0,0.0,976,610
2021-12-01,2021,12,Q4,SITE0200,LAB010,Southwest,Clinic,2024-05-01,0,,Cr,3,484,0,0,484,9.22,26.84,31.58,4464.07,0.0,0.0,4464.07,17941,2691,0,0.0,995,941,753,592,215,134,53,0.37,149,11,0,0.0,398,248
2022-01-01,2022,1,Q1,SITE0001,LAB035,Midwest,Clinic,2022-07-01,0,,CrCys,2,544,98,0,642,8.53,23.77,33.47,4638.02,2329.81,0.0,6967.84,48125,7218,0,0.0,2670,2526,2021,1587,577,360,144,0.37,400,32,0,0.0,1068,667
2022-01-01,2022,1,Q1,SITE0002,LAB016,Southeast,Clinic,2024-10-01,0,,Cys,2,539,108,0,647,7.88,26.18,32.2,4245.07,2827.05,0.0,7072.11,33538,5030,0,0.0,1861,1760,1408,1106,402,251,100,0.37,279,22,0,0.0,744,465
2022-01-01,2022,1,Q1,SITE0003,LAB041,West,Reference Lab,2024-06-01,0,,CrCys,2,545,128,0,673,8.28,25.03,32.26,4513.22,3203.59,0.0,7716.81,37049,5557,0,0.0,2056,1944,1555,1222,444,277,111,0.37,308,24,0,0.0,822,514
2022-01-01,2022,1,Q1,SITE0004,LAB036,Southwest,Clinic,2022-02-01,0,,CrCys,4,543,101,0,644,8.23,24.21,32.03,4467.87,2445.23,0.0,6913.11,42131,6319,0,0.0,2338,2211,1769,1390,505,315,126,0.37,350,28,0,0.0,935,584
2022-01-01,2022,1,Q1,SITE0005,LAB033,West,Hospital,2021-08-01,1,5.0,Cr,1,520,0,0,520,8.64,26.02,32.52,4494.43,0.0,0.0,4494.43,47944,7191,1185,0.1649,2187,2846,2354,1108,575,359,143,0.3042,262,20,0,-0.02,874,546
2022-01-01,2022,1,Q1,SITE0006,LAB004,Southwest,Hospital,2024-05-01,0,,CrCys,1,515,123,0,638,8.98,26.09,30.2,4622.29,3208.78,0.0,7831.06,13427,2014,0,0.0,745,704,563,443,161,100,40,0.37,111,8,7,0.0,298,186
2022-01-01,2022,1,Q1,SITE0007,LAB033,West,Clinic,2021-08-01,1,5.0,Cr,1,582,0,0,582,8.54,25.85,32.92,4968.08,0.0,0.0,4968.08,46348,6952,1146,0.1649,2114,2751,2276,1072,556,347,139,0.3042,253,20,0,0.0,845,528
2022-01-01,2022,1,Q1,SITE0008,LAB014,Southeast,Hospital,2022-11-01,0,,Cr,1,524,0,0,524,8.74,24.84,32.46,4577.64,0.0,0.0,4577.64,29285,4392,0,0.0,1625,1537,1229,966,351,219,87,0.37,243,19,0,0.0,650,406
2022-01-01,2022,1,Q1,SITE0009,LAB021,Southeast,Clinic,,0,,Cr,1,540,0,0,540,8.64,27.01,30.87,4666.48,0.0,0.0,4666.48,42626,6393,0,0.0,2365,2237,1790,1406,511,319,127,0.37,354,28,0,0.0,946,591
2022-01-01,2022,1,Q1,SITE0010,LAB048,Southwest,Reference Lab,2023-01-01,0,,Cr,1,516,0,0,516,8.98,23.0,33.13,4632.17,0.0,0.0,4632.17,47808,7171,0,0.0,2653,2509,2007,1577,573,358,143,0.37,397,31,0,0.0,1061,663
2022-01-01,2022,1,Q1,SITE0011,LAB020,West,Clinic,2023-05-01,0,,CrCys,4,548,128,0,676,9.09,27.67,29.61,4983.86,3541.36,0.0,8525.22,27928,4189,0,0.0,1549,1466,1172,921,335,209,83,0.37,232,18,0,0.0,619,387
2022-01-01,2022,1,Q1,SITE0012,LAB008,Midwest,Hospital,2022-11-01,0,,CrCys,5,565,105,0,670,9.0,24.75,32.65,5083.81,2598.51,0.0,7682.32,24198,3629,0,0.0,1342,1270,1016,798,290,181,72,0.37,201,16,0,0.0,536,335
2022-01-01,2022,1,Q1,SITE0013,LAB007,Midwest,Clinic,2021-09-01,1,4.0,CrCys,4,502,116,63,681,8.34,26.71,31.03,4189.11,3097.86,1954.6,9241.57,24758,3713,623,0.1678,1126,1472,1217,569,297,185,74,0.3034,135,10,0,0.0,450,281
2022-01-01,2022,1,Q1,SITE0014,LAB003,Midwest,Clinic,,0,,CrCys,1,561,121,0,682,7.58,23.67,33.38,4252.07,2863.92,0.0,7115.99,20254,3038,0,0.0,1124,1063,850,668,243,151,60,0.37,168,13,0,0.0,449,281
2022-01-01,2022,1,Q1,SITE0015,LAB017,West,Clinic,2021-06-01,1,7.0,CrCys,4,555,113,44,712,8.34,23.92,33.85,4630.55,2702.42,1489.32,8822.29,49238,7385,1175,0.1592,2258,2911,2411,1150,590,369,147,0.3058,270,21,0,0.0,903,564
2022-01-01,2022,1,Q1,SITE0016,LAB033,West,Reference Lab,2021-08-01,1,5.0,Cr,1,554,0,0,554,9.15,26.28,32.25,5068.24,0.0,0.0,5068.24,6252,937,154,0.1649,285,370,306,144,74,46,18,0.3042,34,2,0,0.0,114,71
2022-01-01,2022,1,Q1,SITE0017,LAB048,Southwest,Hospital,2023-01-01,0,,Cr,1,543,0,0,543,8.07,27.42,33.01,4384.01,0.0,0.0,4384.01,44764,6714,0,0.0,2484,2349,1879,1477,537,335,134,0.37,372,29,0,0.0,993,621
2022-01-01,2022,1,Q1,SITE0018,LAB012,Midwest,Reference Lab,,0,,CrCys,1,566,106,0,672,8.62,24.84,33.37,4880.05,2632.52,0.0,7512.58,17173,2575,0,0.0,952,901,721,566,206,128,51,0.37,142,11,0,0.0,380,238
2022-01-01,2022,1,Q1,SITE0019,LAB022,Southwest,Reference Lab,2022-01-01,1,0.0,CrCys,1,546,115,61,722,8.06,21.16,32.08,4401.0,2433.72,1957.05,8791.77,42441,6366,1145,0.18,1909,2546,2100,954,509,318,127,0.3,229,18,0,0.0,763,477
2022-01-01,2022,1,Q1,SITE0020,LAB022,Southwest,Hospital,2022-01-01,1,0.0,CrCys,1,531,118,55,704,8.42,25.69,33.25,4473.04,3031.22,1828.6,9332.86,31698,4754,855,0.18,1426,1901,1568,713,380,237,95,0.3,171,13,0,-0.02,570,356
2022-01-01,2022,1,Q1,SITE0021,LAB046,Northeast,Hospital,2024-11-01,0,,CrCys,3,458,112,0,570,7.74,24.28,29.69,3545.0,2719.66,0.0,6264.67,20781,3117,0,0.0,1153,1090,872,685,249,155,62,0.37,172,13,0,0.0,461,288
2022-01-01,2022,1,Q1,SITE0022,LAB030,West,Hospital,2024-09-01,0,,CrCys,1,534,110,0,644,7.88,25.24,31.65,4205.3,2776.09,0.0,6981.39,18051,2707,0,0.0,1001,947,757,595,216,135,54,0.37,150,12,0,0.0,400,250
2022-01-01,2022,1,Q1,SITE0023,LAB038,Southwest,Hospital,,0,,Cys,1,547,98,0,645,7.79,24.04,33.15,4259.29,2355.74,0.0,6615.03,44649,6697,0,0.0,2477,2343,1875,1473,535,334,133,0.37,371,29,0,0.0,990,619
2022-01-01,2022,1,Q1,SITE0024,LAB038,Southwest,Hospital,,0,,Cys,1,520,109,0,629,8.91,22.34,32.8,4630.94,2434.6,0.0,7065.54,11949,1792,0,0.0,663,627,501,394,143,89,35,0.37,99,7,0,0.0,265,165
2022-01-01,2022,1,Q1,SITE0025,LAB045,Southeast,Clinic,2023-03-01,0,,Cys,4,550,98,0,648,8.5,24.88,32.88,4675.17,2437.79,0.0,7112.97,47289,7093,0,0.0,2624,2482,1986,1560,567,354,141,0.37,393,31,0,0.0,1049,656
2022-01-01,2022,1,Q1,SITE0026,LAB008,Midwest,Hospital,2022-11-01,0,,CrCys,5,519,128,0,647,8.04,29.49,32.15,4172.19,3774.48,0.0,7946.67,13017,1952,0,0.0,722,683,546,429,156,97,39,0.37,108,8,0,0.0,288,180
2022-01-01,2022,1,Q1,SITE0027,LAB027,Midwest,Hospital,2024-03-01,0,,CrCys,3,548,103,0,651,8.64,25.64,30.82,4736.17,2641.34,0.0,7377.5,11941,1791,0,0.0,662,626,501,394,143,89,35,0.37,99,7,0,0.0,264,165
2022-01-01,2022,1,Q1,SITE0028,LAB027,Midwest,Reference Lab,2024-03-01,0,,CrCys,3,504,109,0,613,8.7,26.34,29.72,4383.72,2871.19,0.0,7254.91,30934,4640,0,0.0,1716,1624,1299,1020,371,232,92,0.37,257,20,0,0.0,686,429
2022-01-01,2022,1,Q1,SITE0029,LAB034,Northeast,Hospital,2023-07-01,0,,Cr,2,531,0,0,531,9.35,19.33,32.89,4966.64,0.0,0.0,4966.64,28386,4257,0,0.0,1575,1489,1191,936,340,212,85,0.37,236,18,0,0.0,630,393
2022-01-01,2022,1,Q1,SITE0030,LAB021,Southeast,Reference Lab,,0,,Cr,1,514,0,0,514,8.84,24.77,29.98,4543.57,0.0,0.0,4543.57,15209,2281,0,0.0,843,798,638,501,182,114,45,0.37,126,10,0,0.0,337,210
2022-01-01,2022,1,Q1,SITE0031,LAB030,West,Hospital,2024-09-01,0,,CrCys,1,552,115,0,667,8.3,26.0,31.04,4580.02,2989.87,0.0,7569.88,22715,3407,0,0.0,1260,1192,953,749,272,170,68,0.37,189,15,6,0.0,504,315
2022-01-01,2022,1,Q1,SITE0032,LAB033,West,Hospital,2021-08-01,1,5.0,Cr,1,547,0,0,547,7.99,23.89,33.46,4368.32,0.0,0.0,4368.32,33920,5088,838,0.1649,1547,2013,1666,784,407,254,101,0.3042,185,14,0,-0.02,618,386
2022-01-01,2022,1,Q1,SITE0033,LAB028,Southeast,Clinic,,0,,Cr,1,571,0,0,571,8.27,24.19,35.18,4723.28,0.0,0.0,4723.28,36703,5505,0,0.0,2036,1926,1541,1211,440,275,110,0.37,305,24,0,0.0,814,509
2022-01-01,2022,1,Q1,SITE0034,LAB047,Southeast,Clinic,2021-11-01,1,2.0,CrCys,3,567,125,68,760,8.42,24.67,33.36,4773.15,3083.96,2268.65,10125.76,47318,7097,1233,0.1738,2141,2826,2334,1076,567,354,141,0.3017,256,20,0,0.0,856,535
2022-01-01,2022,1,Q1,SITE0035,LAB033,West,Reference Lab,2021-08-01,1,5.0,Cr,1,550,0,0,550,9.01,20.83,29.66,4954.23,0.0,0.0,4954.23,9637,1445,238,0.1649,439,571,473,222,115,72,28,0.3042,52,4,0,0.0,175,109
2022-01-01,2022,1,Q1,SITE0036,LAB005,Southwest,Clinic,2021-09-01,1,4.0,Cr,3,518,0,0,518,8.24,26.78,32.21,4269.75,0.0,0.0,4269.75,9854,1478,247,0.1678,448,586,484,226,118,73,29,0.3034,53,4,0,0.0,179,112
2022-01-01,2022,1,Q1,SITE0037,LAB048,Southwest,Reference Lab,2023-01-01,0,,Cr,1,573,0,0,573,8.43,24.55,31.2,4831.29,0.0,0.0,4831.29,48088,7213,0,0.0,2668,2524,2019,1586,577,360,144,0.37,400,32,0,0.0,1067,667
2022-01-01,2022,1,Q1,SITE0038,LAB019,Northeast,Hospital,2021-06-01,1,7.0,CrCys,1,528,119,66,713,8.38,27.53,30.02,4424.13,3276.51,1981.33,9681.97,42660,6399,1018,0.1592,1956,2522,2089,996,511,319,127,0.3058,234,18,0,-0.02,782,489
2022-01-01,2022,1,Q1,SITE0039,LAB004,Southwest,Hospital,2024-05-01,0,,CrCys,1,521,106,0,627,7.9,24.77,29.5,4113.3,2625.66,0.0,6738.97,44811,6721,0,0.0,2486,2352,1881,1478,537,336,134,0.37,372,29,0,0.0,994,621
2022-01-01,2022,1,Q1,SITE0040,LAB035,Midwest,Clinic,2022-07-01,0,,CrCys,2,565,91,0,656,8.6,23.87,36.72,4860.93,2172.5,0.0,7033.43,24856,3728,0,0.0,1379,1304,1043,820,298,186,74,0.37,206,16,0,0.0,551,344
2022-01-01,2022,1,Q1,SITE0041,LAB049,Southeast,Reference Lab,2022-04-01,0,,Cys,5,530,102,0,632,8.21,22.12,34.11,4352.85,2256.46,0.0,6609.3,26833,4024,0,0.0,1488,1408,1126,885,321,201,80,0.37,223,17,0,0.0,595,372
2022-01-01,2022,1,Q1,SITE0042,LAB017,West,Reference Lab,2021-06-01,1,7.0,CrCys,4,544,135,57,736,8.91,24.58,32.03,4849.07,3318.34,1825.81,9993.23,24963,3744,595,0.1592,1144,1475,1222,583,299,187,74,0.3058,137,10,0,0.0,457,286
2022-01-01,2022,1,Q1,SITE0043,LAB044,Southeast,Clinic,2021-12-01,1,1.0,CrCys,2,529,124,53,706,8.98,24.24,30.0,4750.43,3005.87,1589.99,9346.3,41932,6289,1112,0.1769,1892,2510,2072,948,503,314,125,0.3009,227,18,0,0.0,756,473
2022-01-01,2022,1,Q1,SITE0044,LAB028,Southeast,Hospital,,0,,Cr,1,501,0,0,501,9.11,24.2,30.56,4562.36,0.0,0.0,4562.36,32169,4825,0,0.0,1785,1688,1351,1061,386,241,96,0.37,267,21,0,0.0,714,446
2022-01-01,2022,1,Q1,SITE0045,LAB030,West,Clinic,2024-09-01,0,,CrCys,1,545,116,0,661,8.75,25.43,28.52,4766.46,2949.65,0.0,7716.11,12941,1941,0,0.0,718,679,543,427,155,97,38,0.37,107,8,0,0.0,287,179
2022-01-01,2022,1,Q1,SITE0046,LAB029,West,Hospital,2023-05-01,0,,CrCys,5,562,106,0,668,8.07,23.66,33.82,4536.94,2507.94,0.0,7044.88,19388,2908,0,0.0,1075,1017,814,639,232,145,58,0.37,161,12,0,0.0,430,268
2022-01-01,2022,1,Q1,SITE0047,LAB046,Northeast,Reference Lab,2024-11-01,0,,CrCys,3,558,108,0,666,8.78,25.51,29.96,4900.97,2754.62,0.0,7655.6,10569,1585,0,0.0,586,554,443,348,126,79,31,0.37,87,6,0,0.0,234,146
2022-01-01,2022,1,Q1,SITE0048,LAB006,Southeast,Reference Lab,2021-11-01,1,2.0,CrCys,1,557,98,58,713,7.95,20.07,28.19,4429.7,1967.08,1635.15,8031.93,9300,1395,242,0.1738,420,555,458,211,111,69,27,0.3017,50,4,0,0.0,168,105
2022-01-01,2022,1,Q1,SITE0049,LAB035,Midwest,Clinic,2022-07-01,0,,CrCys,2,507,115,0,622,8.91,28.32,32.31,4517.89,3257.24,0.0,7775.13,44037,6605,0,0.0,2443,2311,1849,1453,528,330,132,0.37,366,29,0,0.0,977,610
2022-01-01,2022,1,Q1,SITE0050,LAB041,West,Clinic,2024-06-01,0,,CrCys,2,563,115,0,678,8.79,21.76,29.13,4946.59,2501.86,0.0,7448.45,41586,6237,0,0.0,2307,2182,1746,1372,498,311,124,0.37,346,27,0,0.0,922,576
2022-01-01,2022,1,Q1,SITE0051,LAB037,Midwest,Clinic,2023-07-01,0,,CrCys,5,546,120,0,666,8.78,22.89,33.34,4793.66,2747.02,0.0,7540.68,17015,2552,0,0.0,944,893,714,561,204,127,51,0.37,141,11,0,0.0,377,236
2022-01-01,2022,1,Q1,SITE0052,LAB024,Northeast,Hospital,2024-11-01,0,,Cr,4,513,0,0,513,8.27,28.48,32.95,4242.55,0.0,0.0,4242.55,11254,1688,0,0.0,624,590,472,371,135,84,33,0.37,93,7,0,0.0,249,156
2022-01-01,2022,1,Q1,SITE0053,LAB029,West,Reference Lab,2023-05-01,0,,CrCys,5,521,112,0,633,9.11,23.73,32.73,4748.48,2657.31,0.0,7405.79,22144,3321,0,0.0,1228,1162,929,730,265,166,66,0.37,184,14,0,0.0,491,307
2022-01-01,2022,1,Q1,SITE0054,LAB049,Southeast,Clinic,2022-04-01,0,,Cys,5,532,102,0,634,8.0,25.23,30.07,4256.22,2573.59,0.0,6829.8,29214,4382,0,0.0,1621,1533,1226,964,350,219,87,0.37,243,19,0,0.0,648,405
2022-01-01,2022,1,Q1,SITE0055,LAB046,Northeast,Reference Lab,2024-11-01,0,,CrCys,3,554,105,0,659,8.43,25.26,34.38,4667.85,2652.33,0.0,7320.18,45118,6767,0,0.0,2503,2368,1894,1488,541,338,135,0.37,375,30,0,0.0,1001,625
2022-01-01,2022,1,Q1,SITE0056,LAB031,Midwest,Hospital,2024-04-01,0,,CrCys,1,551,91,0,642,9.04,27.19,34.27,4978.52,2474.21,0.0,7452.73,20183,3027,0,0.0,1119,1059,847,665,242,151,60,0.37,167,13,0,0.0,447,279
2022-01-01,2022,1,Q1,SITE0057,LAB035,Midwest,Reference Lab,2022-07-01,0,,CrCys,2,556,114,0,670,8.6,24.26,32.69,4781.64,2765.26,0.0,7546.9,11238,1685,0,0.0,623,589,471,370,134,84,33,0.37,93,7,0,0.0,249,155
2022-01-01,2022,1,Q1,SITE0058,LAB033,West,Hospital,2021-08-01,1,5.0,Cr,1,521,0,0,521,8.08,26.55,29.81,4208.08,0.0,0.0,4208.08,11090,1663,274,0.1649,505,658,544,256,133,83,33,0.3042,60,4,0,-0.02,202,126
2022-01-01,2022,1,Q1,SITE0059,LAB021,Southeast,Hospital,,0,,Cr,1,503,0,0,503,8.85,23.82,33.5,4449.38,0.0,0.0,4449.38,16637,2495,0,0.0,923,873,698,548,199,124,49,0.37,138,11,4,0.0,369,230
2022-01-01,2022,1,Q1,SITE0060,LAB032,West,Reference Lab,2024-06-01,0,,CrCys,3,548,105,0,653,8.36,24.62,31.18,4582.89,2585.42,0.0,7168.31,27415,4112,0,0.0,1521,1439,1151,904,328,205,82,0.37,228,18,0,0.0,608,380
2022-01-01,2022,1,Q1,SITE0061,LAB023,West,Hospital,2024-02-01,0,,CrCys,2,523,112,0,635,8.49,22.43,30.98,4441.64,2512.03,0.0,6953.68,29071,4360,0,0.0,1613,1526,1220,959,348,218,87,0.37,241,19,5,0.0,645,403
2022-01-01,2022,1,Q1,SITE0062,LAB033,West,Hospital,2021-08-01,1,5.0,Cr,1,529,0,0,529,8.6,21.64,33.45,4548.02,0.0,0.0,4548.02,47679,7151,1178,0.1649,2175,2830,2341,1102,572,357,143,0.3042,261,20,0,-0.02,870,543
2022-01-01,2022,1,Q1,SITE0063,LAB003,Midwest,Reference Lab,,0,,CrCys,1,527,102,0,629,7.88,26.16,33.44,4154.9,2668.18,0.0,6823.08,46240,6936,0,0.0,2566,2427,1942,1525,554,346,138,0.37,384,30,0,0.0,1026,641
2022-01-01,2022,1,Q1,SITE0064,LAB018,Southwest,Reference Lab,,0,,CrCys,3,545,101,0,646,7.36,23.6,30.15,4009.81,2383.83,0.0,6393.64,23271,3490,0,0.0,1291,1221,977,767,279,174,69,0.37,193,15,0,0.0,516,322
2022-01-01,2022,1,Q1,SITE0065,LAB025,Northeast,Clinic,2024-10-01,0,,Cr,4,489,0,0,489,8.59,24.86,34.72,4200.25,0.0,0.0,4200.25,41034,6155,0,0.0,2277,2154,1723,1354,492,307,123,0.37,341,27,0,0.0,910,569
2022-01-01,2022,1,Q1,SITE0066,LAB042,Northeast,Clinic,2022-08-01,0,,CrCys,5,480,118,0,598,8.71,24.22,29.48,4181.89,2858.25,0.0,7040.14,38434,5765,0,0.0,2133,2017,1614,1268,461,288,115,0.37,319,25,0,0.0,853,533
2022-01-01,2022,1,Q1,SITE0067,LAB031,Midwest,Clinic,2024-04-01,0,,CrCys,1,538,117,0,655,8.57,23.73,33.97,4610.49,2776.8,0.0,7387.29,9188,1378,0,0.0,509,482,385,303,110,68,27,0.37,76,6,0,0.0,203,127
2022-01-01,2022,1,Q1,SITE0068,LAB003,Midwest,Hospital,,0,,CrCys,1,552,123,0,675,8.89,25.26,31.65,4908.34,3107.35,0.0,8015.69,15161,2274,0,0.0,841,795,636,500,181,113,45,0.37,126,10,0,0.0,336,210
2022-01-01,2022,1,Q1,SITE0069,LAB040,Southeast,Hospital,2024-01-01,0,,CrCys,3,488,112,0,600,8.4,25.34,31.39,4100.07,2837.69,0.0,6937.76,33732,5059,0,0.0,1871,1770,1416,1112,404,252,101,0.37,280,22,0,0.0,748,467
2022-01-01,2022,1,Q1,SITE0070,LAB046,Northeast,Clinic,2024-11-01,0,,CrCys,3,562,115,0,677,8.1,22.3,32.2,4554.51,2564.95,0.0,7119.46,16314,2447,0,0.0,905,856,685,538,195,122,48,0.37,135,10,0,0.0,362,226
2022-01-01,2022,1,Q1,SITE0071,LAB024,Northeast,Clinic,2024-11-01,0,,Cr,4,520,0,0,520,8.28,25.51,32.86,4305.33,0.0,0.0,4305.33,28954,4343,0,0.0,1606,1520,1216,955,347,217,86,0.37,240,19,0,0.0,642,401
2022-01-01,2022,1,Q1,SITE0072,LAB050,West,Clinic,2023-09-01,0,,Cys,4,531,100,0,631,8.4,24.03,30.66,4459.26,2402.64,0.0,6861.89,26508,3976,0,0.0,1471,1391,1113,874,318,198,79,0.37,220,17,0,0.0,588,367
2022-01-01,2022,1,Q1,SITE0073,LAB032,West,Clinic,2024-06-01,0,,CrCys,3,556,114,0,670,8.79,22.74,30.19,4885.22,2592.11,0.0,7477.33,26969,4045,0,0.0,1496,1415,1132,889,323,202,80,0.37,224,17,0,0.0,598,374
2022-01-01,2022,1,Q1,SITE0074,LAB047,Southeast,Hospital,2021-11-01,1,2.0,CrCys,3,527,117,46,690,8.14,23.53,30.22,4288.37,2753.37,1390.12,8431.87,42545,6381,1108,0.1738,1925,2541,2099,968,510,319,127,0.3017,231,18,0,-0.02,770,481
2022-01-01,2022,1,Q1,SITE0075,LAB022,Southwest,Clinic,2022-01-01,1,0.0,CrCys,1,553,97,62,712,8.08,25.3,31.51,4468.6,2454.45,1953.63,8876.69,41668,6250,1125,0.18,1875,2500,2062,937,500,312,125,0.3,225,18,0,0.0,750,468
2022-01-01,2022,1,Q1,SITE0076,LAB023,West,Hospital,2024-02-01,0,,CrCys,2,536,126,0,662,7.49,25.98,29.04,4015.2,3273.3,0.0,7288.5,28061,4209,0,0.0,1557,1473,1178,925,336,210,84,0.37,233,18,0,0.0,622,389
2022-01-01,2022,1,Q1,SITE0077,LAB002,Southwest,Clinic,2022-01-01,1,0.0,Cys,1,507,98,0,605,8.57,26.75,37.64,4346.16,2621.14,0.0,6967.3,18716,2807,505,0.18,842,1122,926,421,224,140,56,0.3,101,8,0,0.0,336,210
2022-01-01,2022,1,Q1,SITE0078,LAB027,Midwest,Clinic,2024-03-01,0,,CrCys,3,524,88,0,612,9.04,23.59,32.15,4736.61,2075.53,0.0,6812.14,44749,6712,0,0.0,2483,2349,1879,1476,536,335,134,0.37,372,29,0,0.0,993,620
2022-01-01,2022,1,Q1,SITE0079,LAB042,Northeast,Reference Lab,2022-08-01,0,,CrCys,5,567,104,0,671,8.0,28.2,35.57,4535.68,2932.88,0.0,7468.56,44144,6621,0,0.0,2449,2317,1853,1456,529,331,132,0.37,367,29,0,0.0,979,612
2022-01-01,2022,1,Q1,SITE0080,LAB002,Southwest,Hospital,2022-01-01,1,0.0,Cys,1,536,115,0,651,8.5,27.56,33.02,4554.86,3168.86,0.0,7723.72,21907,3286,591,0.18,985,1314,1084,492,262,164,65,0.3,118,9,3,-0.02,394,246
2022-01-01,2022,1,Q1,SITE0081,LAB026,Midwest,Hospital,2022-02-01,0,,CrCys,2,530,123,0,653,9.38,25.2,31.87,4969.36,3099.98,0.0,8069.35,23777,3566,0,0.0,1319,1248,998,784,285,178,71,0.37,197,15,5,0.0,527,329
2022-01-01,2022,1,Q1,SITE0082,LAB017,West,Hospital,2021-06-01,1,7.0,CrCys,4,528,128,48,704,8.27,23.28,34.71,4365.27,2979.65,1666.0,9010.93,32693,4903,780,0.1592,1499,1932,1600,763,392,245,98,0.3058,179,14,8,-0.02,599,374
2022-01-01,2022,1,Q1,SITE0083,LAB040,Southeast,Clinic,2024-01-01,0,,CrCys,3,511,111,0,622,8.36,23.76,31.02,4274.0,2636.9,0.0,6910.91,47928,7189,0,0.0,2659,2516,2012,1581,575,359,143,0.37,398,31,0,0.0,1063,664
2022-01-01,2022,1,Q1,SITE0084,LAB033,West,Clinic,2021-08-01,1,5.0,Cr,1,506,0,0,506,8.84,25.1,32.93,4471.65,0.0,0.0,4471.65,31329,4699,774,0.1649,1429,1859,1538,724,375,234,93,0.3042,171,13,0,0.0,571,357
2022-01-01,2022,1,Q1,SITE0085,LAB009,Midwest,Hospital,2024-03-01,0,,Cys,1,512,99,0,611,8.92,24.56,33.97,4568.86,2430.97,0.0,6999.83,21282,3192,0,0.0,1181,1117,893,702,255,159,63,0.37,177,14,7,0.0,472,295
2022-01-01,2022,1,Q1,SITE0086,LAB043,West,Hospital,2024-05-01,0,,CrCys,4,531,119,0,650,8.51,20.77,31.49,4516.79,2471.69,0.0,6988.48,28624,4293,0,0.0,1588,1502,1202,944,343,214,85,0.37,238,19,0,0.0,635,397
2022-01-01,2022,1,Q1,SITE0087,LAB048,Southwest,Clinic,2023-01-01,0,,Cr,1,582,0,0,582,8.82,26.79,33.63,5133.07,0.0,0.0,5133.07,28321,4248,0,0.0,1571,1486,1189,934,339,212,84,0.37,235,18,0,0.0,628,392
2022-01-01,2022,1,Q1,SITE0088,LAB039,Northeast,Hospital,2024-01-01,0,,CrCys,1,510,116,0,626,8.63,26.67,33.45,4399.5,3094.23,0.0,7493.73,15488,2323,0,0.0,859,813,650,511,185,116,46,0.37,128,10,6,0.0,343,214
2022-01-01,2022,1,Q1,SITE0089,LAB029,West,Reference Lab,2023-05-01,0,,CrCys,5,509,119,0,628,8.6,23.61,31.86,4376.09,2809.1,0.0,7185.18,27574,4136,0,0.0,1530,1447,1158,909,330,206,82,0.37,229,18,0,0.0,612,382
2022-01-01,2022,1,Q1,SITE0090,LAB042,Northeast,Clinic,2022-08-01,0,,CrCys,5,552,100,0,652,8.13,22.25,30.99,4488.42,2225.44,0.0,6713.86,10240,1536,0,0.0,568,537,430,337,122,76,30,0.37,85,6,0,0.0,227,142
2022-01-01,2022,1,Q1,SITE0091,LAB026,Midwest,Hospital,2022-02-01,0,,CrCys,2,525,111,0,636,8.13,25.39,31.67,4270.45,2818.05,0.0,7088.5,48221,7233,0,0.0,2676,2531,2025,1591,578,361,144,0.37,401,32,6,0.0,1070,669
2022-01-01,2022,1,Q1,SITE0092,LAB035,Midwest,Hospital,2022-07-01,0,,CrCys,2,541,107,0,648,8.67,24.59,36.48,4689.18,2631.16,0.0,7320.34,15478,2321,0,0.0,858,812,649,510,185,116,46,0.37,128,10,0,0.0,343,214
