Date,Site_ID,Site_Name,Lab_ID,Region,State,Counties,Site_Type,Adoption_Date,Post_Adoption,Months_Since_Adoption,Assay_Menu,Communication_Intensity,Cr_Volume,Cys_Volume,CrCys_Volume,Total_Test_Volume,Cr_Price,Cys_Price,CrCys_Price,Cr_Revenue,Cys_Revenue,CrCys_Revenue,Total_Revenue,Lives_Covered,Total_Patients,Black_Patients,NonBlack_Patients,Reclassified_Patients,Reclassification_Rate,Black_Population_Pct,Hispanic_Population_Pct,White_Population_Pct,Asian_Population_Pct,CKD_Patients,G1_Patients,G2_Patients,G3a_Patients,G3b_Patients,G4_Patients,G5_Patients,CKD_Prevalence,Baseline_CKD_Prevalence,Nephrology_Referrals,Dialysis_Initiations,Trial_Enrollment,Eligibility_Shift_Pct,Renally_Adjusted_Rx,Nephroprotective_Rx,Avg_Creatinine_NonBlack,Avg_Creatinine_Black,eGFR_2021_RaceFree,eGFR_2009_Black,eGFR_2009_NonBlack,Referral_Prob_2021,Referral_Prob_2009_Black,Referral_Prob_2009_NonBlack,Eligible_Transplant_2021,Eligible_Transplant_2009_Black,Eligible_Transplant_2009_NonBlack,Waitlist_Delay_Months_2021,Waitlist_Delay_Months_2009_Black,Waitlist_Delay_Months_2009_NonBlack,Referral_Disparity_Black,Transplant_Delay_Disparity,Eligibility_Gap_Black
2022-02-01,MI_SITE0105,Ypsilanti - Eastern Washtenaw - Site 6,MI_LAB008,Ypsilanti - Eastern Washtenaw,Michigan,Washtenaw,Hospital,2023-03-01,0,,Cr,3,522,0,0,522,8.06,26.06,32.47,4206.15,0.0,0.0,4206.15,16552,2482,693,1789,0,0.0,0.2792,0.0506,0.6097,0.0347,394,868,694,236,98,47,11,0.1588,0.1588,59,0,5,0.0,157,98,1.23,1.38,40.7,47.2,40.7,0.002,0.0003,0.002,0,0,0,10.3,13.6,10.3,-0.0017,3.2,0
2022-02-01,MI_SITE0106,Ypsilanti - Eastern Washtenaw - Site 7,MI_LAB008,Ypsilanti - Eastern Washtenaw,Michigan,Washtenaw,Hospital,2023-03-01,0,,Cr,3,576,0,0,576,8.62,24.94,28.94,4963.96,0.0,0.0,4963.96,13946,2091,554,1537,0,0.0,0.2651,0.0592,0.5525,0.0477,352,731,585,211,88,42,10,0.1688,0.1688,52,0,0,0.0,140,88,0.97,1.09,65.2,75.6,65.2,0.0,0.0,0.0,0,0,0,22.6,27.8,22.6,-0.0,5.2,0
2022-02-01,MI_SITE0107,Ypsilanti - Eastern Washtenaw - Site 8,MI_LAB008,Ypsilanti - Eastern Washtenaw,Michigan,Washtenaw,Clinic,2023-03-01,0,,Cr,3,543,0,0,543,8.77,25.43,33.04,4764.5,0.0,0.0,4764.5,16686,2502,709,1793,0,0.0,0.2835,0.0625,0.5616,0.0565,390,875,700,234,97,46,11,0.1561,0.1561,58,0,0,0.0,156,97,1.45,1.62,48.8,56.5,48.8,0.0002,0.0,0.0002,0,0,0,14.4,18.3,14.4,-0.0002,3.9,0
2022-02-01,MI_SITE0108,Saginaw - Bay City - Site 1,MI_LAB009,Saginaw - Bay City,Michigan,"Saginaw, Bay",Hospital,2024-05-01,0,,Cr,2,533,0,0,533,7.93,26.67,33.4,4227.78,0.0,0.0,4227.78,29275,4391,884,3507,0,0.0,0.2015,0.066,0.7133,0.021,702,1536,1229,421,175,84,21,0.1599,0.1599,105,0,0,0.0,280,175,1.69,1.9,53.7,62.2,53.7,0.0,0.0,0.0,0,0,0,16.8,21.1,16.8,-0.0,4.3,0
2022-02-01,MI_SITE0109,Saginaw - Bay City - Site 2,MI_LAB009,Saginaw - Bay City,Michigan,"Saginaw, Bay",Reference Lab,2024-05-01,0,,Cr,2,581,0,0,581,8.95,26.08,33.91,5199.07,0.0,0.0,5199.07,22340,3351,604,2747,0,0.0,0.1805,0.0757,0.6797,0.0126,547,1172,938,328,136,65,16,0.1633,0.1633,82,0,0,0.0,218,136,1.3,1.46,112.5,130.3,112.5,0.0,0.0,0.0,0,0,0,46.2,55.2,46.2,-0.0,8.9,0
2022-02-01,MI_SITE0110,Saginaw - Bay City - Site 3,MI_LAB009,Saginaw - Bay City,Michigan,"Saginaw, Bay",Hospital,2024-05-01,0,,Cr,2,586,0,0,586,8.52,23.21,33.77,4992.65,0.0,0.0,4992.65,28015,4202,744,3458,0,0.0,0.1772,0.066,0.7071,0.0285,741,1470,1176,444,185,88,22,0.1764,0.1764,111,0,0,0.0,296,185,1.62,1.82,65.5,75.9,65.5,0.0,0.0,0.0,0,0,0,22.7,27.9,22.7,-0.0,5.2,0
2022-02-01,MI_SITE0111,Saginaw - Bay City - Site 4,MI_LAB009,Saginaw - Bay City,Michigan,"Saginaw, Bay",Hospital,2024-05-01,0,,Cr,2,538,0,0,538,8.98,25.38,35.13,4833.02,0.0,0.0,4833.02,27886,4182,611,3571,0,0.0,0.1461,0.0711,0.7081,0.022,676,1463,1170,405,169,81,20,0.1617,0.1617,101,0,0,0.0,270,169,0.86,0.97,51.1,59.3,51.1,0.0001,0.0,0.0001,0,0,0,15.6,19.6,15.6,-0.0001,4.1,0
2022-02-01,MI_SITE0112,Saginaw - Bay City - Site 5,MI_LAB009,Saginaw - Bay City,Michigan,"Saginaw, Bay",Reference Lab,2024-05-01,0,,Cr,2,533,0,0,533,9.42,24.43,33.01,5022.83,0.0,0.0,5022.83,21470,3220,661,2559,0,0.0,0.2056,0.084,0.7258,0.0247,463,1127,901,278,115,55,13,0.1441,0.1441,69,0,0,0.0,185,115,1.67,1.87,75.9,87.9,75.9,0.0,0.0,0.0,0,0,0,27.9,34.0,27.9,-0.0,6.0,0
2022-02-01,MI_SITE0113,Saginaw - Bay City - Site 6,MI_LAB009,Saginaw - Bay City,Michigan,"Saginaw, Bay",Clinic,2024-05-01,0,,Cr,2,586,0,0,586,8.51,25.86,30.05,4986.8,0.0,0.0,4986.8,25595,3839,591,3248,0,0.0,0.154,0.0726,0.7097,0.0128,572,1343,1074,343,143,68,17,0.1492,0.1492,85,0,0,0.0,228,143,1.02,1.14,72.2,83.7,72.2,0.0,0.0,0.0,0,0,0,26.1,31.8,26.1,-0.0,5.7,0
2022-02-01,MI_SITE0114,Saginaw - Bay City - Site 7,MI_LAB009,Saginaw - Bay City,Michigan,"Saginaw, Bay",Hospital,2024-05-01,0,,Cr,2,481,0,0,481,8.62,24.99,32.45,4146.72,0.0,0.0,4146.72,25216,3782,531,3251,0,0.0,0.1405,0.0787,0.6669,0.015,537,1323,1058,322,134,64,16,0.1422,0.1422,80,0,0,0.0,214,134,0.92,1.03,62.4,72.3,62.4,0.0,0.0,0.0,0,0,0,21.2,26.2,21.2,-0.0,5.0,0
2022-02-01,MI_SITE0115,Saginaw - Bay City - Site 8,MI_LAB009,Saginaw - Bay City,Michigan,"Saginaw, Bay",Reference Lab,2024-05-01,0,,Cr,2,532,0,0,532,8.97,26.77,31.08,4774.03,0.0,0.0,4774.03,25785,3867,650,3217,0,0.0,0.1683,0.0679,0.7345,0.0019,553,1353,1082,331,138,66,16,0.1431,0.1431,82,0,0,0.0,221,138,1.13,1.27,87.1,100.9,87.1,0.0,0.0,0.0,0,0,0,33.5,40.5,33.5,-0.0,6.9,0
2022-02-01,MI_SITE0116,Saginaw - Bay City - Site 9,MI_LAB009,Saginaw - Bay City,Michigan,"Saginaw, Bay",Reference Lab,2024-05-01,0,,Cr,2,558,0,0,558,8.56,26.6,35.82,4778.94,0.0,0.0,4778.94,23245,3486,695,2791,0,0.0,0.1995,0.0827,0.7055,0.0024,561,1220,976,337,140,67,16,0.1611,0.1611,84,0,0,0.0,224,140,0.82,0.92,60.3,69.9,60.3,0.0,0.0,0.0,0,0,0,20.2,25.0,20.2,-0.0,4.8,0
2022-02-01,MI_SITE0117,Saginaw - Bay City - Site 10,MI_LAB009,Saginaw - Bay City,Michigan,"Saginaw, Bay",Hospital,2024-05-01,0,,Cr,2,576,0,0,576,9.39,26.75,31.22,5406.69,0.0,0.0,5406.69,28796,4319,886,3433,0,0.0,0.2054,0.0765,0.7047,0.0172,649,1511,1209,389,162,77,19,0.1503,0.1503,97,0,4,0.0,259,162,1.34,1.5,82.6,95.7,82.6,0.0,0.0,0.0,0,0,0,31.3,37.8,31.3,-0.0,6.6,0
2022-02-01,MI_SITE0118,Saginaw - Bay City - Site 11,MI_LAB009,Saginaw - Bay City,Michigan,"Saginaw, Bay",Clinic,2024-05-01,0,,Cr,2,583,0,0,583,8.11,20.72,31.04,4730.4,0.0,0.0,4730.4,22758,3413,678,2735,0,0.0,0.1987,0.0875,0.72,0.0201,477,1194,955,286,119,57,14,0.1398,0.1398,71,0,0,0.0,190,119,1.11,1.24,89.1,103.3,89.1,0.0,0.0,0.0,0,0,0,34.6,41.6,34.6,-0.0,7.1,0
2022-02-01,MI_SITE0119,Saginaw - Bay City - Site 12,MI_LAB009,Saginaw - Bay City,Michigan,"Saginaw, Bay",Clinic,2024-05-01,0,,Cr,2,537,0,0,537,8.09,25.07,30.3,4343.14,0.0,0.0,4343.14,28946,4341,757,3584,0,0.0,0.1745,0.0818,0.676,0.0046,615,1519,1215,369,153,73,18,0.1417,0.1417,92,0,0,0.0,246,153,1.71,1.92,57.6,66.8,57.6,0.0,0.0,0.0,0,0,0,18.8,23.4,18.8,-0.0,4.6,0
2022-02-01,MI_SITE0120,Upper Peninsula - Site 1,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Reference Lab,2024-11-01,0,,CrCys,2,538,119,0,657,8.99,21.36,35.17,4835.77,2541.38,0.0,7377.15,21628,3244,26,3218,0,0.0,0.0081,0.0114,0.8819,0.001,457,1135,908,274,114,54,13,0.1409,0.1409,68,0,0,0.0,182,114,1.05,1.18,93.2,108.0,93.2,0.0,0.0,0.0,0,0,0,36.6,44.0,36.6,-0.0,7.4,0
2022-02-01,MI_SITE0121,Upper Peninsula - Site 2,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Clinic,2024-11-01,0,,CrCys,2,552,129,0,681,7.97,24.83,34.15,4401.26,3202.51,0.0,7603.77,23102,3465,153,3312,0,0.0,0.0444,0.033,0.9769,0.0081,505,1212,970,303,126,60,15,0.1458,0.1458,75,0,0,0.0,202,126,1.26,1.41,53.3,61.8,53.3,0.0,0.0,0.0,0,0,0,16.7,20.9,16.7,-0.0,4.2,0
2022-02-01,MI_SITE0122,Upper Peninsula - Site 3,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Reference Lab,2024-11-01,0,,CrCys,2,576,128,0,704,9.16,24.95,30.68,5276.43,3193.82,0.0,8470.25,19856,2978,46,2932,0,0.0,0.0156,0.0113,0.9554,0.0032,423,1042,833,254,105,50,12,0.1424,0.1424,63,0,0,0.0,169,105,1.21,1.35,48.1,55.7,48.1,0.0002,0.0,0.0002,0,0,0,14.0,17.9,14.0,-0.0002,3.8,0
2022-02-01,MI_SITE0123,Upper Peninsula - Site 4,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Reference Lab,2024-11-01,0,,CrCys,2,586,110,0,696,8.22,23.71,30.77,4816.01,2608.16,0.0,7424.17,22225,3333,94,3239,0,0.0,0.0284,0.0269,0.9373,-0.0034,509,1166,933,305,127,61,15,0.1527,0.1527,76,0,0,0.0,203,127,0.99,1.11,26.0,30.2,26.0,0.1412,0.0454,0.1412,0,0,0,3.0,5.1,3.0,-0.0958,2.1,0
2022-02-01,MI_SITE0124,Upper Peninsula - Site 5,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Clinic,2024-11-01,0,,CrCys,2,526,113,0,639,9.62,24.81,32.84,5060.23,2803.0,0.0,7863.23,19813,2971,69,2902,0,0.0,0.0233,0.0291,0.9672,0.0083,465,1039,831,279,116,55,13,0.1566,0.1566,69,0,0,0.0,186,116,1.51,1.69,58.2,67.5,58.2,0.0,0.0,0.0,0,0,0,19.1,23.7,19.1,-0.0,4.6,0
2022-02-01,MI_SITE0125,Upper Peninsula - Site 6,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Hospital,2024-11-01,0,,CrCys,2,523,98,0,621,9.5,23.31,32.65,4968.45,2284.42,0.0,7252.86,21377,3206,0,3206,0,0.0,-0.0035,0.0224,0.9309,0.0092,398,1122,897,239,99,47,11,0.1244,0.1244,59,0,9,0.0,159,99,1.36,1.52,33.3,38.6,33.3,0.0181,0.0038,0.0181,0,0,0,6.7,9.3,6.7,-0.0144,2.6,0
2022-02-01,MI_SITE0126,Upper Peninsula - Site 7,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Clinic,2024-11-01,0,,CrCys,2,536,102,0,638,8.32,25.35,29.39,4462.18,2585.93,0.0,7048.11,16312,2446,67,2379,0,0.0,0.0275,0.029,0.9536,0.0016,333,856,684,200,83,40,10,0.1365,0.1365,49,0,0,0.0,133,83,1.68,1.88,62.1,72.0,62.1,0.0,0.0,0.0,0,0,0,21.1,26.0,21.1,-0.0,4.9,0
2022-02-01,MI_SITE0127,Upper Peninsula - Site 8,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Hospital,2024-11-01,0,,CrCys,2,588,106,0,694,7.84,24.63,31.87,4611.53,2610.56,0.0,7222.08,23207,3481,36,3445,0,0.0,0.0104,0.0141,0.9326,0.0056,461,1218,974,277,115,55,13,0.1327,0.1327,69,0,0,0.0,184,115,1.35,1.51,59.2,68.6,59.2,0.0,0.0,0.0,0,0,0,19.6,24.3,19.6,-0.0,4.7,0
2022-02-01,MI_SITE0128,Upper Peninsula - Site 9,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Hospital,2024-11-01,0,,CrCys,2,591,98,0,689,8.12,25.97,32.22,4798.86,2544.61,0.0,7343.47,21027,3154,0,3154,0,0.0,-0.0079,0.0111,0.9236,0.0106,398,1103,883,239,99,47,11,0.1263,0.1263,59,0,0,0.0,159,99,1.55,1.73,56.2,65.2,56.2,0.0,0.0,0.0,0,0,0,18.1,22.6,18.1,-0.0,4.5,0
2022-02-01,MI_SITE0129,Upper Peninsula - Site 10,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Hospital,2024-11-01,0,,CrCys,2,547,92,0,639,8.35,25.11,28.94,4567.33,2310.22,0.0,6877.55,19152,2872,156,2716,0,0.0,0.0546,0.0251,0.9563,0.0048,364,1005,804,218,91,43,10,0.1267,0.1267,54,0,0,0.0,145,91,1.02,1.14,61.7,71.5,61.7,0.0,0.0,0.0,0,0,0,20.8,25.7,20.8,-0.0,4.9,0
2022-02-01,MI_SITE0130,Upper Peninsula - Site 11,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Clinic,2024-11-01,0,,CrCys,2,569,118,0,687,8.33,26.95,33.37,4740.26,3179.82,0.0,7920.09,16860,2529,11,2518,0,0.0,0.0044,0.0153,0.9548,0.007,358,885,708,215,89,43,10,0.1418,0.1418,53,0,0,0.0,143,89,1.51,1.7,80.9,93.7,80.9,0.0,0.0,0.0,0,0,0,30.4,36.9,30.4,-0.0,6.4,0
2022-02-01,MI_SITE0131,Upper Peninsula - Site 12,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Clinic,2024-11-01,0,,CrCys,2,580,113,0,693,9.22,22.63,35.12,5346.76,2557.57,0.0,7904.33,16100,2415,0,2415,0,0.0,-0.0033,0.0182,0.9307,0.0028,325,845,676,195,81,39,9,0.1347,0.1347,48,0,0,0.0,130,81,1.72,1.93,73.2,84.8,73.2,0.0,0.0,0.0,0,0,0,26.6,32.4,26.6,-0.0,5.8,0
2022-02-01,MI_SITE0132,Upper Peninsula - Site 13,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Hospital,2024-11-01,0,,CrCys,2,535,119,0,654,8.63,27.55,34.35,4615.38,3278.4,0.0,7893.78,22566,3384,0,3384,0,0.0,-0.0032,0.0005,0.9442,-0.0001,446,1184,947,267,111,53,13,0.1319,0.1319,66,0,0,0.0,178,111,0.98,1.09,60.6,70.2,60.6,0.0,0.0,0.0,0,0,0,20.3,25.1,20.3,-0.0,4.8,0
2022-02-01,MI_SITE0133,Upper Peninsula - Site 14,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Reference Lab,2024-11-01,0,,CrCys,2,557,114,0,671,8.57,23.83,32.08,4775.02,2716.48,0.0,7491.5,21032,3154,269,2885,0,0.0,0.0855,0.0255,0.9289,0.0104,431,1103,883,259,107,51,12,0.1369,0.1369,64,0,0,0.0,172,107,1.94,2.17,52.6,61.0,52.6,0.0001,0.0,0.0001,0,0,0,16.3,20.5,16.3,-0.0001,4.2,0
2022-02-01,MI_SITE0134,Upper Peninsula - Site 15,MI_LAB010,Upper Peninsula,Michigan,"Marquette, Houghton, Chippewa",Reference Lab,2024-11-01,0,,CrCys,2,598,120,0,718,8.75,25.6,37.53,5234.73,3071.73,0.0,8306.47,21780,3267,262,3005,0,0.0,0.0803,0.0045,0.9377,0.0,490,1143,914,294,122,58,14,0.1501,0.1501,73,0,0,0.0,196,122,1.32,1.47,74.3,86.1,74.3,0.0,0.0,0.0,0,0,0,27.2,33.1,27.2,-0.0,5.9,0
2022-02-01,MI_SITE0135,Southwest Michigan - Site 1,MI_LAB011,Southwest Michigan,Michigan,"Berrien, Cass, Van Buren",Hospital,2023-08-01,0,,CrCys,5,543,107,0,650,8.75,24.42,30.7,4751.11,2613.09,0.0,7364.2,21437,3215,537,2678,0,0.0,0.1671,0.0697,0.7788,0.0131,407,1125,900,244,101,48,12,0.1269,0.1269,61,0,0,0.0,162,101,0.7,0.78,64.5,74.7,64.5,0.0,0.0,0.0,0,0,0,22.2,27.4,22.2,-0.0,5.1,0
2022-02-01,MI_SITE0136,Southwest Michigan - Site 2,MI_LAB011,Southwest Michigan,Michigan,"Berrien, Cass, Van Buren",Clinic,2023-08-01,0,,CrCys,5,579,95,0,674,8.59,28.1,30.53,4973.2,2669.03,0.0,7642.23,22094,3314,501,2813,0,0.0,0.1513,0.0837,0.7164,0.0133,407,1159,927,244,101,48,12,0.1229,0.1229,61,0,0,0.0,162,101,1.59,1.78,58.6,67.9,58.6,0.0,0.0,0.0,0,0,0,19.3,23.9,19.3,-0.0,4.7,0
2022-02-01,MI_SITE0137,Southwest Michigan - Site 3,MI_LAB011,Southwest Michigan,Michigan,"Berrien, Cass, Van Buren",Reference Lab,2023-08-01,0,,CrCys,5,563,106,0,669,8.17,26.06,30.94,4600.72,2762.05,0.0,7362.78,22754,3413,514,2899,0,0.0,0.1508,0.0914,0.7245,0.0201,428,1194,955,256,107,51,12,0.1255,0.1255,64,0,0,0.0,171,107,1.24,1.39,42.4,49.1,42.4,0.0012,0.0002,0.0012,0,0,0,11.2,14.5,11.2,-0.0011,3.4,0
2022-02-01,MI_SITE0138,Southwest Michigan - Site 4,MI_LAB011,Southwest Michigan,Michigan,"Berrien, Cass, Van Buren",Hospital,2023-08-01,0,,CrCys,5,530,109,0,639,7.47,26.32,30.12,3960.74,2868.46,0.0,6829.2,22481,3372,462,2910,0,0.0,0.1372,0.0828,0.7349,0.0157,433,1180,944,259,108,51,12,0.1284,0.1284,64,0,0,0.0,173,108,0.5,0.56,82.6,95.8,82.6,0.0,0.0,0.0,0,0,0,31.3,37.9,31.3,-0.0,6.6,0
2022-02-01,MI_SITE0139,Southwest Michigan - Site 5,MI_LAB011,Southwest Michigan,Michigan,"Berrien, Cass, Van Buren",Clinic,2023-08-01,0,,CrCys,5,553,123,0,676,8.54,24.39,29.73,4722.21,3000.17,0.0,7722.38,23924,3588,571,3017,0,0.0,0.1592,0.0581,0.7293,0.0325,515,1255,1004,309,128,61,15,0.1436,0.1436,77,0,0,0.0,206,128,1.06,1.18,47.3,54.8,47.3,0.0003,0.0,0.0003,0,0,0,13.6,17.4,13.6,-0.0003,3.8,0
2022-02-01,MI_SITE0140,Southwest Michigan - Site 6,MI_LAB011,Southwest Michigan,Michigan,"Berrien, Cass, Van Buren",Clinic,2023-08-01,0,,CrCys,5,577,96,0,673,9.19,26.3,31.24,5303.07,2524.85,0.0,7827.91,19652,2947,309,2638,0,0.0,0.1051,0.069,0.7491,0.0185,327,1031,825,196,81,39,9,0.1112,0.1112,49,0,0,0.0,130,81,1.01,1.13,33.5,38.8,33.5,0.0173,0.0035,0.0173,0,0,0,6.7,9.4,6.7,-0.0137,2.7,0
2022-02-01,MI_SITE0141,Southwest Michigan - Site 7,MI_LAB011,Southwest Michigan,Michigan,"Berrien, Cass, Van Buren",Clinic,2023-08-01,0,,CrCys,5,533,128,0,661,9.14,25.8,31.07,4869.63,3302.62,0.0,8172.24,23522,3528,576,2952,0,0.0,0.1634,0.0876,0.7502,0.0105,410,1234,987,246,102,49,12,0.1162,0.1162,61,0,0,0.0,164,102,1.89,2.11,76.7,88.9,76.7,0.0,0.0,0.0,0,0,0,28.4,34.4,28.4,-0.0,6.1,0
2022-02-01,MI_SITE0142,Southwest Michigan - Site 8,MI_LAB011,Southwest Michigan,Michigan,"Berrien, Cass, Van Buren",Reference Lab,2023-08-01,0,,CrCys,5,554,90,0,644,8.14,24.29,31.92,4507.47,2185.91,0.0,6693.38,19299,2894,270,2624,0,0.0,0.0934,0.0694,0.7455,0.018,364,1012,810,218,91,43,10,0.1261,0.1261,54,0,0,0.0,145,91,1.33,1.49,57.0,66.1,57.0,0.0,0.0,0.0,0,0,0,18.5,23.1,18.5,-0.0,4.5,0
2022-02-01,MI_SITE0143,Southwest Michigan - Site 9,MI_LAB011,Southwest Michigan,Michigan,"Berrien, Cass, Van Buren",Clinic,2023-08-01,0,,CrCys,5,553,122,0,675,8.31,22.8,32.24,4594.65,2782.04,0.0,7376.69,25838,3875,559,3316,0,0.0,0.1445,0.0824,0.7373,0.0174,538,1356,1085,323,134,64,16,0.1391,0.1391,80,0,0,0.0,215,134,0.6,0.67,44.6,51.7,44.6,0.0006,0.0001,0.0006,0,0,0,12.3,15.8,12.3,-0.0006,3.5,0
2022-02-01,MI_SITE0144,Southwest Michigan - Site 10,MI_LAB011,Southwest Michigan,Michigan,"Berrien, Cass, Van Buren",Clinic,2023-08-01,0,,CrCys,5,597,90,0,687,8.68,18.81,32.09,5179.83,1693.05,0.0,6872.88,18832,2824,407,2417,0,0.0,0.1442,0.0747,0.7112,0.0352,398,988,790,239,99,47,11,0.1412,0.1412,59,0,0,0.0,159,99,0.64,0.72,40.6,47.0,40.6,0.0021,0.0003,0.0021,0,0,0,10.3,13.5,10.3,-0.0018,3.2,0
2022-02-01,MI_SITE0145,Southwest Michigan - Site 11,MI_LAB011,Southwest Michigan,Michigan,"Berrien, Cass, Van Buren",Clinic,2023-08-01,0,,CrCys,5,584,117,0,701,8.78,23.77,32.18,5126.43,2781.51,0.0,7907.94,24920,3738,473,3265,0,0.0,0.1266,0.0817,0.7396,0.0051,517,1308,1046,310,129,62,15,0.1385,0.1385,77,0,0,0.0,206,129,1.2,1.35,44.7,51.8,44.7,0.0006,0.0001,0.0006,0,0,0,12.3,15.9,12.3,-0.0005,3.6,0
2022-02-01,MI_SITE0146,Southwest Michigan - Site 12,MI_LAB011,Southwest Michigan,Michigan,"Berrien, Cass, Van Buren",Hospital,2023-08-01,0,,CrCys,5,587,123,0,710,8.21,29.08,34.76,4816.39,3576.53,0.0,8392.92,18854,2828,333,2495,0,0.0,0.1178,0.0744,0.7383,0.0218,370,989,791,222,92,44,11,0.1309,0.1309,55,0,0,0.0,148,92,1.78,1.99,56.1,65.0,56.1,0.0,0.0,0.0,0,0,0,18.0,22.5,18.0,-0.0,4.5,0
2022-02-01,MI_SITE0147,Muskegon - Site 1,MI_LAB012,Muskegon,Michigan,"Muskegon, Oceana",Hospital,2024-11-01,0,,CrCys,3,561,120,0,681,8.38,24.33,31.14,4699.93,2919.02,0.0,7618.95,24415,3662,624,3038,0,0.0,0.1705,0.1014,0.7108,-0.0082,503,1281,1025,302,125,60,15,0.1376,0.1376,75,0,0,0.0,201,125,1.42,1.59,72.5,84.0,72.5,0.0,0.0,0.0,0,0,0,26.3,32.0,26.3,-0.0,5.8,0
2022-02-01,MI_SITE0148,Muskegon - Site 2,MI_LAB012,Muskegon,Michigan,"Muskegon, Oceana",Clinic,2024-11-01,0,,CrCys,3,568,98,0,666,8.7,23.71,31.49,4939.2,2323.64,0.0,7262.84,22219,3332,445,2887,0,0.0,0.1338,0.1152,0.7466,0.0302,479,1166,932,287,119,57,14,0.1438,0.1438,71,0,0,0.0,191,119,1.14,1.27,84.4,97.8,84.4,0.0,0.0,0.0,0,0,0,32.2,38.9,32.2,-0.0,6.7,0
2022-02-01,MI_SITE0149,Muskegon - Site 3,MI_LAB012,Muskegon,Michigan,"Muskegon, Oceana",Clinic,2024-11-01,0,,CrCys,3,550,118,0,668,7.8,24.75,30.07,4287.76,2920.97,0.0,7208.72,20041,3006,288,2718,0,0.0,0.096,0.0838,0.7311,0.0197,432,1052,841,259,108,51,12,0.1437,0.1437,64,0,0,0.0,172,108,1.48,1.66,87.6,101.5,87.6,0.0,0.0,0.0,0,0,0,33.8,40.8,33.8,-0.0,7.0,0
2022-02-01,MI_SITE0150,Muskegon - Site 4,MI_LAB012,Muskegon,Michigan,"Muskegon, Oceana",Hospital,2024-11-01,0,,CrCys,3,554,110,0,664,8.88,25.28,32.77,4918.92,2780.83,0.0,7699.75,18535,2780,402,2378,0,0.0,0.1448,0.0956,0.7203,0.0141,417,972,778,250,104,50,12,0.1501,0.1501,62,0,0,0.0,166,104,1.46,1.64,57.1,66.2,57.1,0.0,0.0,0.0,0,0,0,18.6,23.1,18.6,-0.0,4.5,0
2022-02-01,MI_SITE0151,Muskegon - Site 5,MI_LAB012,Muskegon,Michigan,"Muskegon, Oceana",Clinic,2024-11-01,0,,CrCys,3,571,94,0,665,8.47,22.51,33.16,4836.57,2115.76,0.0,6952.33,19371,2905,441,2464,0,0.0,0.1521,0.1073,0.7078,0.0192,421,1016,813,252,105,50,12,0.145,0.145,63,0,0,0.0,168,105,1.58,1.77,10.4,12.0,10.4,0.9475,0.9168,0.9475,1,1,1,0.0,0.0,0.0,-0.0307,0.0,0
2022-02-01,MI_SITE0152,Muskegon - Site 6,MI_LAB012,Muskegon,Michigan,"Muskegon, Oceana",Reference Lab,2024-11-01,0,,CrCys,3,540,113,0,653,8.23,23.44,28.58,4445.79,2648.49,0.0,7094.27,24603,3690,517,3173,0,0.0,0.1403,0.0876,0.7602,0.0063,516,1291,1033,309,129,61,15,0.1398,0.1398,77,0,0,0.0,206,129,1.14,1.28,100.6,116.5,100.6,0.0,0.0,0.0,0,0,0,40.3,48.3,40.3,-0.0,8.0,0
2022-02-01,MI_SITE0153,Muskegon - Site 7,MI_LAB012,Muskegon,Michigan,"Muskegon, Oceana",Clinic,2024-11-01,0,,CrCys,3,557,106,0,663,8.73,25.07,35.96,4864.98,2657.77,0.0,7522.75,25873,3880,577,3303,0,0.0,0.1489,0.1049,0.7136,0.0317,527,1358,1086,316,131,63,15,0.136,0.136,79,0,0,0.0,210,131,0.4,0.45,21.5,24.9,21.5,0.3875,0.1847,0.3875,0,0,0,0.8,2.5,0.8,-0.2028,1.7,0
2022-02-01,MI_SITE0154,Muskegon - Site 8,MI_LAB012,Muskegon,Michigan,"Muskegon, Oceana",Clinic,2024-11-01,0,,CrCys,3,573,120,0,693,8.87,22.57,33.37,5082.41,2708.23,0.0,7790.64,17812,2671,257,2414,0,0.0,0.0965,0.1009,0.7417,0.0284,337,934,747,202,84,40,10,0.1264,0.1264,50,0,0,0.0,134,84,1.21,1.36,71.3,82.7,71.3,0.0,0.0,0.0,0,0,0,25.7,31.3,25.7,-0.0,5.7,0
